Date,IncData
2020/1/21,2
2020/1/22,2
2020/1/23,2
2020/1/24,2
2020/1/25,2
2020/1/26,4
2020/1/27,9
2020/1/28,1
2020/1/29,3
2020/1/30,4
2020/1/31,1
2020/2/1,13
2020/2/2,9
2020/2/3,9
2020/2/4,4
2020/2/5,2
2020/2/6,10
2020/2/7,2
2020/2/8,7
2020/2/9,3
2020/2/10,4
2020/2/11,6
2020/2/12,11
2020/2/13,7
2020/2/14,1
2020/2/15,2
